Camera_ID,type,Country,State,City,Latitude,Longtitude,Resolution_w,Resolution_h,Ip,Port,Image_path,Video_path,Snapshot_url,m3u8_url,
5b0cfdcf45bb0c000427819b,ip,US,FL,Lady Lake,28.9235,-81.9185,704,480,207.30.43.66,80,/axis-cgi/jpg/image.cgi,/axis-cgi/mjpg/video.cgi,Null,Null,
5b0cfdd145bb0c000427819e,ip,US,IA,Douds,40.809,-92.121,704,480,69.18.18.82,80,/axis-cgi/jpg/image.cgi,/axis-cgi/mjpg/video.cgi,Null,Null,
5b0cfde845bb0c00042781b4,ip,US,IA,Douds,40.809,-92.121,704,480,69.18.18.83,80,/axis-cgi/jpg/image.cgi,/axis-cgi/mjpg/video.cgi,Null,Null,
5b0cfe1d45bb0c00042781eb,ip,US,WI,La Crosse,43.8014,-91.2396,640,480,198.150.52.78,80,/axis-cgi/jpg/image.cgi,/axis-cgi/mjpg/video.cgi,Null,Null,
5b0cfe2145bb0c00042781f0,ip,US,HI,Honolulu,21.3267,-157.817,704,480,132.160.98.225,80,/axis-cgi/jpg/image.cgi,/axis-cgi/mjpg/video.cgi,Null,Null,
5b0cfe2b45bb0c00042781fa,ip,US,CA,La Verne,34.1544,-117.764,640,480,64.69.144.102,80,/axis-cgi/jpg/image.cgi,/axis-cgi/mjpg/video.cgi,Null,Null,
5b0cfe2e45bb0c00042781fd,ip,US,GA,Decatur,33.749,-84.2751,,,130.207.32.45,80,,/,Null,Null,
5b0cfe3545bb0c0004278204,ip,US,MI,Coldwater,41.9015,-85.0346,800,450,66.231.56.22,80,/axis-cgi/jpg/image.cgi,/axis-cgi/mjpg/video.cgi,Null,Null,
5b0cfe3e45bb0c000427820e,ip,US,OR,Monmouth,44.7841,-123.338,704,480,140.211.116.14,80,/axis-cgi/jpg/image.cgi,/axis-cgi/mjpg/video.cgi,Null,Null,
5b0cfe5f45bb0c000427822c,ip,US,NM,Albuquerque,35.1404,-106.488,704,480,65.123.147.245,80,/axis-cgi/jpg/image.cgi,/axis-cgi/mjpg/video.cgi,Null,Null,
5b0cfe6345bb0c0004278231,ip,US,IN,Marion,40.5099,-85.6264,704,480,199.8.27.23,80,/axis-cgi/jpg/image.cgi,/axis-cgi/mjpg/video.cgi,Null,Null,
5b0cfe6b45bb0c000427823a,ip,US,NH,Durham,43.1271,-70.9627,704,480,132.177.194.12,80,/axis-cgi/jpg/image.cgi,/axis-cgi/mjpg/video.cgi,Null,Null,
5b0cfe7c45bb0c000427824b,ip,US,CO,Boulder,40.0878,-105.373,704,480,129.19.183.249,80,/axis-cgi/jpg/image.cgi,/axis-cgi/mjpg/video.cgi,Null,Null,
5b0cfe7e45bb0c000427824d,ip,US,IA,Le Mars,42.7809,-96.2132,1280,960,216.159.64.30,80,/axis-cgi/jpg/image.cgi,/axis-cgi/mjpg/video.cgi,Null,Null,
5b0cfe8e45bb0c000427825f,ip,US,HI,Honolulu,21.3267,-157.817,640,480,128.171.86.101,80,/axis-cgi/jpg/image.cgi,/axis-cgi/mjpg/video.cgi,Null,Null,
5b0cfe9045bb0c0004278261,ip,DE,Null,Gttingen,51.5333,9.9333,640,480,134.76.205.76,80,/axis-cgi/jpg/image.cgi,/axis-cgi/mjpg/video.cgi,Null,Null,
5b0cfe9f45bb0c0004278271,ip,US,MI,Ann Arbor,42.2923,-83.7145,1280,800,141.212.23.28,80,/axis-cgi/jpg/image.cgi,/axis-cgi/mjpg/video.cgi,Null,Null,
5b0cfea445bb0c0004278276,ip,US,SC,Rock Hill,34.9926,-81.1787,704,480,199.79.254.219,80,/axis-cgi/jpg/image.cgi,/axis-cgi/mjpg/video.cgi,Null,Null,
5b0cfeb845bb0c000427828c,ip,US,CA,Riverside,33.7529,-116.056,704,480,138.23.53.53,80,/axis-cgi/jpg/image.cgi,/axis-cgi/mjpg/video.cgi,Null,Null,
5b0cfed145bb0c00042782a4,ip,US,MI,Ann Arbor,42.2923,-83.7145,1280,1024,141.212.23.62,80,/axis-cgi/jpg/image.cgi,/axis-cgi/mjpg/video.cgi,Null,Null,
5b0cfed845bb0c00042782ac,ip,US,VT,Middlebury,43.9957,-73.1596,1280,800,140.233.86.205,80,/axis-cgi/jpg/image.cgi,/axis-cgi/mjpg/video.cgi,Null,Null,
5b0cfee945bb0c00042782bd,ip,US,IA,Douds,40.809,-92.121,704,480,69.18.18.81,80,/axis-cgi/jpg/image.cgi,/axis-cgi/mjpg/video.cgi,Null,Null,
5b0cff0045bb0c00042782d3,ip,US,GA,Newton,31.3032,-84.3703,720,480,64.39.150.240,80,/axis-cgi/jpg/image.cgi,/axis-cgi/mjpg/video.cgi,Null,Null,
5b0cff0b45bb0c00042782e0,ip,US,FL,Stuart,27.1885,-80.2164,640,480,198.136.39.115,80,/axis-cgi/jpg/image.cgi,/axis-cgi/mjpg/video.cgi,Null,Null,
5b0cff1145bb0c00042782e6,ip,US,GA,Dublin,32.4643,-82.9495,704,480,66.251.199.54,80,/axis-cgi/jpg/image.cgi,/axis-cgi/mjpg/video.cgi,Null,Null,
5b0cff1645bb0c00042782eb,ip,CA,Null,Abbotsford,49.0312,-122.301,1280,960,198.162.107.68,80,/axis-cgi/jpg/image.cgi,/axis-cgi/mjpg/video.cgi,Null,Null,
5b0cff3145bb0c00042782f7,ip,US,NJ,Edison,40.5045,-74.347,800,600,108.58.154.186,80,/axis-cgi/jpg/image.cgi,/axis-cgi/mjpg/video.cgi,Null,Null,
5b0cff3a45bb0c0004278301,ip,US,NC,Mebane,36.1399,-79.2665,,,216.231.178.10,80,,/,Null,Null,
5b0cff3f45bb0c0004278306,ip,JP,Null,Kanazawa,36.5944,136.626,,,119.18.168.247,80,,/,Null,Null,
